tweet,class
taradise Ya nigs out there still saying yall dont eat butt WITH A STRAIGHT FACE,Offensive Speech
youreWelcome Im a boss ass bitch that needs to sit in a corner,Offensive Speech
iwantfranny Hes a hoe  I cant,Offensive Speech
prettyflvck0 Me And Paul Thinkin Bout Gettin Rentals For Da Weekend 128665128168128168oooh shit bitches betta stay out da streets,Offensive Speech
rapdreams bitches hold they nigga down when he get locked up but if a nigga go to college or the military its a different story 128564,Offensive Speech
simplycaitlin why do my friends hate me because you a ratchet hoe,Offensive Speech
adriwadrri No love for these fuck niggas hoes,Offensive Speech
airmaxlad1 Hot meat httptcoBRz8Imk5vK sexy as fuck scally lad I would love to meet him and his trainers,Offensive Speech
airmaxlad1 Sniff httptcoFHHbBRMYBN perved up scally lad fuck yeah,Offensive Speech
alejandrap13 These bitches love Sosa,Offensive Speech
alexissixela 8220whitethunduh I legit watched it for about 30 or 40 seconds 1285298221SO DID I WTF prob cause were retarded smh,Offensive Speech
allisonnamaya What should I name my cat ideas Mr pussy,Offensive Speech
altosteel115 httptcotM28mh5XG2 woof woof Sexy thug boy scally,Offensive Speech
ambitiousBree 1nonlykeisha u see the damn phone ringing 128547128530128542 when you married bitches makes demands You havent called me,Offensive Speech
analicialouise Tevin is my favorite sophomore I think hes so funny Hes really not Lmaoo hes a little hoe,Offensive Speech
angelenagoley 10 sex positions httptcont3PABMWsm httptcoJmHZ8Sczf0naw this what u call fucking the soul outta bitch 128557,Offensive Speech
ashlingwilde ItsNotAdam is bored supposed to be cute you faggot Sometimes,Hate Speech
ayyeeceee One mans trash 128686 is another mans treasure 127942,No Hate and No offensive Speech
babineaux I dont got no type Bad bitches is the only thing I like Iongotnotype,Offensive Speech
bigbootybishopp whitethunduh lassen cc  the coach wants me i feel it youll get more my nig no doubt,Hate Speech
"bleedingtrap god teeth  gold chain
white bitches  cocaine",Offensive Speech
cheetahBluntz Its me hoe its me hoe128129 shhhhh,Offensive Speech
chieflottahoes In DC we call them rollers in Chiraq we call them thots All across America they have been known as a hoe,Offensive Speech
claytonjenn99 Im gonna miss that bitch of a bus driverno you wont Dont lie,Offensive Speech
coltforty2Gone hate when bitches try and put you in the friendzone bitch Im tryin to score put me in the endzone 128293128293128293 ON MY SOUL,Offensive Speech
complexuk Ashley Young has tried to deny that bird s landed in his mouth gt httptcomlr5eWgonK httpstcoAvCHFj7reM hahaha,No Hate and No offensive Speech
datFullerkid TreVaughnLG yall both gimped up Aint tht a bitch huh lol,Offensive Speech
deepthroatMike BoysSouth Take me for a ride 128525128139 httptcoH5mAtjYfGAredneck woof woof,No Hate and No offensive Speech
demieggleton oh my god I love Victoria Mitchell all my bitches love me,Offensive Speech
djsliime That long distance shit wack I knew the bitch was cheating uh oh,Offensive Speech
fIirting HES DOING IT RIGHT 128525128120128158 httptcoJZKkiVUVjC no bitches smh,Offensive Speech
fatboyswagg347 they BAN dat pussy for life amp he gotta pay 25 millon dollar fine,Offensive Speech
fuckcamoclark Roses are red and violets are blue and niggers are black you know thats true dylan72892,Offensive Speech
g0rillaz0e Sitting on my window sill window open bird tries to fly in Smacked it ProtectTheAnimals peta,No Hate and No offensive Speech
glowstruck But a nigga gon be a nigga be a nigga You sound fuckin retarded,Offensive Speech
greggutfeld a video an entire media will likely mock httptcoXFr1cRXWSm i am such a crybaby,No Hate and No offensive Speech
"gurlImAngie ItsKiaraaaa WestYourMajesty Im not even shy stfu kikis mom Hi angelique 
Angelique Smiles Dips cracker in soup",Offensive Speech
haitiangoLd Tim Tebow got cut from every team he was on in the NFL and he already got more hoes than me in Starkville Smh 128514128514128514128514,Offensive Speech
"hazelebaby Karma is a bitch Damn GodProtectsHisAngels 128588

sips tea",Offensive Speech
hornyjhb Fuckin hot gym pussy httptcoZVYmcXQuTA fuck yeah,Offensive Speech
hxhassan Jihadi patron Hajjaj alAjmi is arrested at Kuwait airport httpstcoZmloKfWDQl,No Hate and No offensive Speech
iAMPickUpLines You can call me Fireman cause I turn the hoes on,Offensive Speech
iCrawley I could never have a bby by a lil dick Thts y I got a abortion by the last bitch oh My God,Offensive Speech
iDntWearCondoms Watch women try to argue with me like they have a dick and actually fucked some pussy before I hate when bitches do that,Offensive Speech
iLGDaily And smoke weed in public fuck cops man do what you wanna do they dont own you run if they come are you retarded,Offensive Speech
iTrapWatermelon tweety bird tho 128514128514128514128514httpstcoJbnoNM3N1P,No Hate and No offensive Speech
"irlfatty my pussy sweet like watermelon httptcoSKlPh3TtoG

Thotermelon",Offensive Speech
itscoleharmon When twitter rappers dm me their trash links httptco35nMR4AUQg,No Hate and No offensive Speech
jSadass loud bitches annoy me,Offensive Speech
jacaxeltlu Eventually every bitch turns into that hoe  Truuu,Offensive Speech
jaimescudi Tonybthrz jaimescudi I swear if oomf try talking to me tomorrow  BarackObama pussy,Offensive Speech
jamajam You bitches be pretending to be TF crazy You aint never lied,Offensive Speech
jasmyncyniquee whitethunduh k bye hoe um bye ,Offensive Speech
jayswaggkillah Jackies a retard blondeproblems At least I can make a grilled cheese,Hate Speech
jboii2 ima keep on giving these pussy ass niggas ah reason to hate ,Offensive Speech
jethromass Photo httptcoCxRs5BVhPw he is in sole heaven,No Hate and No offensive Speech
jgabsss Stacey Dash won 128166 httptcoPDLG46rjOL baddest bitch evaaaa,Hate Speech
juicyyyjayyyy Side bitch Sunday 128514128514128514 128514128514128514,Offensive Speech
"keazy26 Facts what baldheaded bitch made this shit 128074128074128555128530 httptcofDYojpT9Xg

Lmao 128553128514",Offensive Speech
kayreneeee Fuck wit us and then we tweakin hoe shmurda,Offensive Speech
"kazooook We actin like its the 7th day WesGodLaFlare httptcos9gMtEvpaT
128123spook",No Hate and No offensive Speech
kikiSTFU Ill break that lil bitch neck and wont even feel sorry about it Savage,Offensive Speech
leikant This is so fucking hot scally sneakersex sockfetish sniff trainersex httptcoTubivxbxcO love me some kinky scallies,Offensive Speech
likemicah Yall dumb ass niggas be so pressed to have hoes Yall weak as fuck as fuck weed over hoes oreos too,Offensive Speech
lildurk I can turn yo bitch into a eaterrrrrrrrr,Offensive Speech
lildurk I dont trust dese hoes Nikki told 51st where I stay at all my fans screen shot ASAP we finna come to Chiraq and shoot sumn,Offensive Speech
marackaf 8220whitethunduh Aye yall ima tryout for the bowling team frfr8221 tryouts passed tho no theres two more retard,Offensive Speech
maybe6789 Now u got what u want bitch  Enjoy it httptcogLQzwtGMj9 now this is a crazy party I would love to attend,Offensive Speech
"metroadlib colored contacts in your eyes
blinders on mine
cause i cant see you at all Lmao",No Hate and No offensive Speech
michellewestt Facts POONsoaker Only the dudes with hoes say they dont got hoes8221 JAustin12,Offensive Speech
midyWIDEY Im rea start smacking bitches period  Bluffin at its best,Offensive Speech
"molssyo Lifes a bitch and then you die 
Thats why we get high cause you neva know when youre gonna go my sister is perfect ",Offensive Speech
molssyo One of us is on drugs and its me but youre still wrong 128514 currieburry hahahahahahah im a bitch sometimes ,Offensive Speech
morgandaylee Im feeling pretty fuckin ghetto Smh,Offensive Speech
nohands24 20ToLife nohands24 DejaaLeeann BColeman2 swears Im 1 man easily easily behind Austin nip,No Hate and No offensive Speech
obeyjrock This is a true ride or die bitch 128175 httptcobkwHX83fkW what the fuck hahahahah,Offensive Speech
oldpicsarchive HGWells and Charlie Chaplin httptcosTiDDHK3WT History Photography,No Hate and No offensive Speech
ortizjaylene All I see is Brunos bitch ass on my twitter now wtf Brunos all that she sees Drake voice,Offensive Speech
ozziegarza whitethunduh Im about to cool faggot chill tf is cool nigga,Offensive Speech
ozziegarza whitethunduh Im so sure bitch frfr tf,Offensive Speech
poppunksucks Twitter is not a source of news broadcast you fucking retards it is when nbc abc cnn Fox etc are all keeping quiet,Offensive Speech
queendulaaa Got a couple bitches saying they know me But I8217ma let the money talk for me 128526128076 AND IM LIKE WWYD,Offensive Speech
realFORTES Grudges are for weirdosand bitches,Offensive Speech
"rhythmixx I told Mariam to but cigarettes for her birthday

You also called me trash rn",No Hate and No offensive Speech
riananewman 22EdHam brownies tonight what kind,No Hate and No offensive Speech
roLLYuP23 No text back I dont give a fuck Ill text another bitch damn someone is hurt lol,Offensive Speech
ronaldiongi Ummmmmm okay httptco4BVLsci5K5 you got hoes from left to right 128514128514 do yah thang,Offensive Speech
royalswagg using ymxb to find the slope of that ass,Offensive Speech
rugbysocklad Fit lads Nice gear httptcoThnXX1lC1M these scally lads n trainers would get it,No Hate and No offensive Speech
rugbysocklad Hell yeah bro httptco9yIb45UD6c fuck yeah sexy scally lad in hot gear,Offensive Speech
rugbysocklad Helping out a mate httptcoeMNAdO1QOj I love scally play Fuck yeah,Offensive Speech
rugbysocklad Lads being Lads httptcof3UJcYJ4OF fuck yeah I love scally lad action Hot trainers too,Offensive Speech
savagetwotone Next year bitches is gonna be like you gotta promise you wont expose me 128514128514128557,Offensive Speech
scallynikelad 8220sleazytwinks So hot RT opcinjen Lick it bitch httptcoJLoUkqDcOM8221 fuck yeah Eat that trainer u dirty fucker,Offensive Speech
sierrabernia 8220T2GCincoKilby Yall think celebrity pussy different from the locals 1285148221 yeah Meghan goods is,Offensive Speech
sleepyyongguk I saw an ajumma walk out in the beginning saying Wow this is so trash that I cant even listen to it 128514 lmaoo,No Hate and No offensive Speech
sniffsockslad Need these sox httptcoxydb1RchXh fuck yeah I love a kinky scally lad w rank sox and sneaks,Offensive Speech
snoleezey801 I dont ever expose females like that Thats childish bitch nigga shiiii,Offensive Speech
"socass 00sexilexi00 socass yasss

trys new things with bestfriend

bitch who do you love",Offensive Speech
socass Dude remember this wop video 00sexilexi00 httptcoP3HEuBOQBu OMG WHERE DID YOU FIND THAT,No Hate and No offensive Speech
soxandjox Thick raw fuck httptcog8RvUHCeBN Damn his man pussy is getting a workout,Offensive Speech
soxdawg RAWR RT skinrubberboi My sexy French scally I love him frenchscally httptco5idQ3R5Akz sexy scally woof woof,No Hate and No offensive Speech
splurgb Nothin in life is free Some of you bitches need to write that on ya panties128557128514,Offensive Speech
stephencdo currieburry if one of you bitches want some of my burrito u can catch me at potosino huh Haha,Offensive Speech
talibanshawtyy Niggas whole hoes out here cuz Couldnt had said it better128588,Offensive Speech
"theaveragerocks Hardcore way to eat Mac and cheese
1 Boil water 
2 Snort cheese powder
3 Drink boiling water 
4 Fuck bitches",Offensive Speech
thebravebird YoureNotMyType if my fade is perpetually fresher than yours Thats a real ass bitch rite there,Offensive Speech
thejudyann annoying bitch that I love httptco8oxlQvQBrC JUDYANNS SO PRETTY,Offensive Speech
"thotmouths httptcoaQKGOrAUxx

Lmao bitch got on some huggies",Offensive Speech
"trestiffer Hi bitch 
No bitch
Bye bitch httptcoRbcRXMRtQP",Offensive Speech
trutherbot does he look like a bitch elcapacitor,Offensive Speech
whoiscoreyking Chase money 128176 not 128581 hoes 128111 12817512817558399583995839958399,Offensive Speech
whooligan cant stand a I dont know what I want ass nigga 128564 bitch,Offensive Speech
wiganzlad MarkyCrumb gmailshorts Im on my way httptcoMqcZuXlbtT love a chavhot sexy scally fucker,Offensive Speech
witmyRUDEass These newly gay bitches dont kno how shit works,Offensive Speech
witmyRUDEass When a bitch dont want a real job they just become strippers lol lol,Offensive Speech
wodaeeex3 Awww Meat Meat In His Feelinsi ainn n my feelings bitch,Offensive Speech
wodaeeex3 I Want Snake Bites  MY Industrial Piercin amp A TattooDem hoe accessories dea 1280641280641280569749,Offensive Speech
worldtraveIs Baby albino 128034 httptco2tYTQJ3fec Meeeesh1395,No Hate and No offensive Speech
worldwarzee these hoes aint loyal,Offensive Speech
xoxoclauudia YASSSSSS ORDERED CHINESE 128079 bitch you just ate tacos you fat fuck,Offensive Speech
z0mbiedance I made that bitch lunch elizabethbatman Bitches love lunch,Offensive Speech
"A NO BRAINER
But as soon as this bitch gets rich in political power her views will change
POLITICAL WHORES httptcoekEPSjWcyU8221",Offensive Speech
A pussy a day keeps the devil away DoperThanYola,Offensive Speech
Aint that about a bitch What does that mean,Offensive Speech
All these bitches want a baby I dont want no children,Offensive Speech
And bitch you must be lost 128514128514,Offensive Speech
Baby I like being on your left side no bitch you cant be there Cuz the street on that side and Twitter said I aint real if you do,Offensive Speech
Bae sounds like such a ghetto word Use something else,No Hate and No offensive Speech
Batter the wee cunt Jewis y cos he fucked my ex Emma isnt battering the girls Ive nailedIve moved onstop being a pussy n do it urself,Offensive Speech
Bleed out hoe Alexa,Offensive Speech
Boolin in the bando wit a few bitches,Offensive Speech
Brownies for my brownie I love this movie 128517,No Hate and No offensive Speech
But I need a bad bitch thats hotter than me might be the realist shit PartyNextDoor ever said Thats how I be feelin everyday,Offensive Speech
By the way we do punch bitches,Offensive Speech
Caesar is home RT Naewoodster 8220MjaySkillz httpstcomw5KAojKXBtheres so much this bitch looks like Lets start with ape shit8221128557128557,Offensive Speech
